剧名称	group_title	发弹幕时刻相对于视频起始时间偏移量	累计点赞数	弹幕内容
那年冬至	第2集	29880	0	好可爱哈哈哈
北往	第1集	223484	0	新年快乐！陌生人
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	101042	0	终于来了
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	185105	2	大孩子？
北往	第1集	233613	0	骑摩托车回去的
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	244648	0	好可爱
那年冬至	第1集	6897	0	二刷
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	58996	0	怎么有她…
家里家外	第4集	96893	3	这个钟表好怀念啊
撕夜	第1集	265010	0	好帅[赞]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	139791	0	变脸
北往	第2集	133232	0	捡个媳妇儿
天下第一纨绔	第1集	131689	0	同道中人
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	189662	0	[捂脸][捂脸][捂脸]
天下第一纨绔	第3集	40478	0	严谨点，国库一年也没有十万两
那年冬至	第4集	62946	0	[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	201015	0	妈呀笑死我了哈哈哈哈哈
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	242651	0	哈哈要笑死了陈添祥
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	125731	11	神医呀，神医呀[爽][爽][偷笑][捂脸][赞]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	14706	0	[偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	100800	0	笑死了婴儿肥
幸得相遇离婚时	第5集	30294	7	确实吃饱了
那年冬至	第5集	46339	0	男主看的这本书 和人物性格还蛮贴合
荒年全村啃树皮，我有系统满仓肉	第1集	23077	0	三刷[捂脸]
撕夜	第5集	43426	0	心痛
家里家外	第4集	142253	0	四川怕啥辣哦
北往	第2集	23527	0	横跨中国了都[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	147730	0	[赞][赞]
家里家外	第3集	20615	0	好像是在高坪都京拍的啊
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	171557	0	太搞笑了[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	63661	0	夺少[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	160811	20	这是谁，三分钟内我要他的全部资料
撕夜	第4集	17140	1	女主吃上肉了
北往	第1集	112912	4	他俩咋凑一块了
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	91187	0	汪汪队[捂脸][捂脸][捂脸]
天下第一纨绔	第1集	29014	0	大制作啊
家里家外	第2集	54213	0	这部剧看上去是真的很好看，你们都说在二刷
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	93472	0	66匕[捂脸][笑哭]
北往	第2集	21080	0	[捂脸][捂脸]
那年冬至	第1集	44254	0	这要是我都看不懂英文[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	140177	0	好美容遇
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	43557	0	三刷
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	123643	0	就这个
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	95227	0	婴儿肥，也是没毛病[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	73432	0	大哥被做局了。
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	25824	0	终于上线了
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	699	0	于老师？！
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	174310	0	我脸盲[微笑]这是换了个人吗
北往	第2集	86896	0	东北人爱管闲事仗义相助的性格演绎的淋漓尽致
那年冬至	第3集	44020	0	女主暗恋很久了，报恩也有，主要是暗恋
撕夜	第2集	51459	0	二刷
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	14171	0	终于出了，再不出要急死了
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	56156	0	[没看够][没看够][没看够]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	20566	0	终于开播了，等的花儿都谢了呀
那年冬至	第2集	30024	0	翅翅好萌
那年冬至	第4集	42972	0	[捂脸][捂脸][捂脸][捂脸]
那年冬至	第3集	74522	0	[笑哭][笑哭][笑哭]
北往	第1集	222955	0	这演技真好
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	104975	21	道法天罡
撕夜	第3集	92850	0	磕死我了[偷笑][爽]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	98103	0	英宝
那年冬至	第1集	8447	0	回评 很好看
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	104847	0	[没看够]英宝[送花]笑死我了
北往	第5集	15405	0	马大妈
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	169082	0	老爷子演的真好[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	21929	0	两个人一伙的
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	98062	0	[笑][笑哭][偷笑]死我了哈哈哈！[偷笑][笑哭][笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	131108	0	[捂脸][捂脸]
撕夜	第2集	10498	0	3刷[爱慕]
北往	第5集	16691	0	1啊哈哈哈哈
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	19834	0	好喜欢老四，好宠啊[哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	61280	0	哈哈哈哈
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	220144	0	都是我喜欢的男主[爱慕][没看够]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	16811	0	[没看够]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	187030	0	快80岁的大孩子了[捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	192873	0	谁家上老年大学穿西装啊
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	272459	0	老五太可爱了[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	38381	0	萝卜刀
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	236796	0	还会撒娇[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	27726	4	宝宝可爱呢
那年冬至	第3集	22406	0	女主和张晋宜傻傻分不清楚
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	200764	0	恰
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	171566	0	头没破
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	102132	0	绷不住了
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	192039	0	奥特曼变身？[捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	177607	0	信念感极强，哈哈哈
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	64658	0	哦
那年冬至	第1集	68142	0	[捂脸][捂脸][捂脸]
北往	第2集	12225	0	没有导航吗
北往	第2集	60307	1	[鼓掌][鼓掌][鼓掌][鼓掌]
北往	第1集	237681	0	6年没回去了，好扎心
北往	第1集	163962	1	掌公主[赞]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	206628	0	专心演夫人专治他不服别演其他的了求更新[哭][哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	81271	0	等会儿是谁？
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	225787	0	笑死我了
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	161973	0	一语成谶[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	153536	0	终于等到你，我来了[送花]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	77235	0	好帅
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	107782	0	他说话带bgm[笑哭][笑哭][笑哭]
家里家外	第1集	93274	0	二刷
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	18502	0	来了
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	22607	1	大少爷这种成熟男人的魅力[爱慕][爱慕][爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	103994	0	像渣男
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	202142	0	[捂脸][偷笑][偷笑]
北往	第1集	28657	0	老皮[鼓掌][鼓掌][鼓掌]
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	123943	73	超级加辈
天下第一纨绔	第1集	70807	0	如烟大帝
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	31303	0	你爱的是他的钱
北往	第2集	46375	0	8900那么贵[捂脸]
那年冬至	第5集	56802	0	[大笑][大笑][大笑][大笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	112497	0	不是科研人吗这在干嘛啊啊啊
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	106285	0	这像搞科研的？[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	160667	0	英宝太可爱了
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	62757	0	666，这木涵666。
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	13890	0	我等了好久，等了两个星期了，终于上了
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	6392	27	终于等到你，终于等到你还好我没放弃[爱慕][爱慕][爱慕]
北往	第1集	17571	0	这俩东北人咋整一起了？
那年冬至	第5集	69989	0	到时候不要忘本哦[做鬼脸]
荒年全村啃树皮，我有系统满仓肉	第5集	81334	0	不是说红果要收费吗？
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	25518	0	老四好宠墨寒！[爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	158520	0	有点像王鹤棣怎么回事
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	66598	0	哇哇哇好帅好帅好帅。[惊呆]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	179445	0	救命啊，我快要笑脱了，英宝好可爱呀。
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	72847	0	[没看够][没看够][没看够]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	152302	0	容遇YYDS！
北往	第5集	122072	0	完了，把我睡着的女儿笑醒了[捂脸]
幸得相遇离婚时	第3集	107946	0	还可以，说不尽的心酸，苦涩的味道，不想回味
北往	第1集	94501	0	手上拿的啥啊[笑哭][笑哭][笑哭][笑哭]甘蔗
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	4579	0	来啦来啦
北往	第2集	42474	32	上车饺子下车面，讲究[鼓掌]
幸得相遇离婚时	第3集	20781	0	[送花][送花][送花]
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	99986	0	专治他不服是他老婆
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	187932	0	真80岁的大孩子啊[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	198243	0	少喝点水
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	71822	0	哎嘛笑死了[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	163414	0	[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	94003	0	王妈演的明白吗？我来演一下吧求你了
幸得相遇离婚时	第1集	13761	0	[送花]
北往	第2集	119815	0	看这事整[偷笑][偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	55837	0	七七四十九天
幸得相遇离婚时	第4集	41468	0	霸道总裁真的会爱上怀孕的吗？[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	103361	0	典型的果郡王人设
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	69152	0	这真的科学吗[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	171720	0	单领出来都可以当男主啊，练配角也是
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	93334	0	英宝来了
撕夜	第2集	121163	19	干嘛打晕人家[笑哭]
北往	第4集	54341	0	假死
北往	第1集	3615	0	甘蔗演的真棒
那年冬至	第4集	81145	0	老阿姨就喜欢这个剧[大笑][大笑][大笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	215496	0	[笑哭][笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	200717	0	还是有人相信光的
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	237063	0	萌萌的[舔屏]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	199460	0	不要晚恋
家里家外	第3集	12265	0	看完2 来看1的集合
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	122036	0	刚刚还国运昌隆[恐惧]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	170383	0	幼儿园最迷人的崽[送花]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	75851	0	哈哈哈
荒年全村啃树皮，我有系统满仓肉	第1集	24300	0	好看
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	30083	0	哈哈哈[没看够]
云渺1：我修仙多年强亿点怎么了	第4集	34872	0	就没打算走
家里家外	第4集	59037	0	儿子好马上就没距离了
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	177784	0	[笑哭][笑哭][笑哭][笑哭][笑哭]笑疯我了，家人们
北往	第3集	96979	0	[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	78748	0	陈添祥也太可爱了[爱慕][爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	79250	0	哈哈哈哈哈好[捂脸]
北往	第5集	141996	0	[鼓掌][鼓掌][鼓掌]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	7582	5	又帅又可爱
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	64355	0	装疯
幸得相遇离婚时	第5集	31311	0	渣男
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	104307	0	啊啊啊
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	173596	0	哈哈哈哈哈
那年冬至	第1集	31115	0	好喜欢你们啊啊啊啊！
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	224880	0	笑死我了[笑哭][笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	83484	0	爱了爱了
撕夜	第3集	104497	0	十刷了[赞][没看够][没看够]
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	47316	2	我看这个张丽丽跟司机挺般配。[捂脸][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	198519	0	笑死了都[笑哭][笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	3044	0	估计是装傻哦，[捂脸][捂脸]
北往	第2集	61814	0	还蛮得劲
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	11934	0	啊啊啊好可爱
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	58509	0	小王子啊
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	420	0	三刷[偷笑]
撕夜	第3集	24734	0	三刷
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	203744	0	[笑哭][笑哭][笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	107981	0	翠红也在呀，我可是个传统的女人
天下第一纨绔	第3集	162896	0	那么小就懂得忍辱负重
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	21750	0	司机的孩子
天下第一纨绔	第1集	200475	0	自己都来青楼
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	140087	0	哈哈
幸得相遇离婚时	第5集	99933	0	是暗恋嗯白月光，
那年冬至	第5集	72169	0	女主性格开朗[鼓掌][鼓掌][鼓掌]
那年冬至	第4集	2900	0	女主好勇[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	259385	0	哈哈哈哈
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	189914	0	[笑哭][笑哭][笑哭][笑哭]
北往	第2集	13842	0	我天[捂脸]
幸得相遇离婚时	第1集	6960	0	二刷[送花]
那年冬至	第1集	103985	0	好可爱，好可爱呀～ 翅翅 萌之萌之
家里家外	第4集	23046	4	哎呦，这小女孩挺好哦
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	113231	0	好油腻啊
